image_id,response
2902.png,0
2902.png,21
2902.png,0
2902.png,20
2902.png,0
2902.png,7
2902.png,81
2902.png,15
2903.png,16
2903.png,77
2903.png,58
2903.png,75
2903.png,64
2903.png,42
2903.png,34
2903.png,37
2903.png,73
2903.png,100
2904.png,18
2904.png,25
2904.png,0
2904.png,46
2904.png,19
2904.png,20
2904.png,80
2904.png,6
2904.png,86
2904.png,17
2905.png,11
2905.png,71
2905.png,14
2905.png,49
2905.png,11
2905.png,70
2905.png,25
2905.png,56
2905.png,84
2905.png,91
2906.png,25
2906.png,24
2906.png,43
2906.png,38
2906.png,52
2906.png,86
2906.png,21
2906.png,10
2906.png,33
2906.png,0
2907.png,76
2907.png,79
2907.png,47
2907.png,56
2907.png,60
2907.png,45
2907.png,68
2907.png,73
2907.png,14
2907.png,75
2908.png,89
2908.png,78
2908.png,57
2908.png,86
2908.png,89
2908.png,92
2908.png,73
2908.png,54
2908.png,71
2908.png,67
2909.png,84
2909.png,87
2909.png,43
2909.png,100
2909.png,25
2909.png,100
2909.png,75
2909.png,95
2909.png,86
2909.png,99
2910.png,63
2910.png,13
2910.png,43
2910.png,75
2910.png,23
2910.png,88
2910.png,34
2910.png,44
2910.png,82
2910.png,33
2911.png,88
2911.png,38
2911.png,45
2911.png,56
2911.png,70
2911.png,81
2911.png,78
2911.png,25
2911.png,76
2911.png,25
2912.png,0
2912.png,27
2912.png,77
2912.png,3
2912.png,76
2912.png,37
2912.png,21
2912.png,6
2912.png,26
2912.png,15
2913.png,84
2913.png,0
2913.png,96
2913.png,31
2913.png,77
2913.png,88
2913.png,79
2913.png,43
2913.png,61
2913.png,100
2914.png,61
2914.png,53
2914.png,43
2914.png,75
2914.png,55
2914.png,30
2914.png,58
2914.png,55
2914.png,38
2914.png,80
2915.png,13
2915.png,57
2915.png,36
2915.png,35
2915.png,10
2915.png,78
2915.png,64
2915.png,92
2915.png,46
2915.png,70
2916.png,8
2916.png,50
2916.png,34
2916.png,41
2916.png,83
2916.png,50
2916.png,21
2916.png,61
2916.png,12
2916.png,12
2917.png,28
2917.png,35
2917.png,6
2917.png,75
2917.png,4
2917.png,59
2917.png,70
2917.png,44
2917.png,28
2917.png,81
2918.png,86
2918.png,53
2918.png,82
2918.png,70
2918.png,79
2918.png,83
2918.png,57
2918.png,90
2918.png,76
2918.png,0
2919.png,43
2919.png,63
2919.png,26
2919.png,5
2919.png,36
2919.png,58
2919.png,28
2919.png,77
2919.png,76
2919.png,72
2920.png,74
2920.png,66
2920.png,56
2920.png,89
2920.png,61
2920.png,79
2920.png,85
2920.png,100
2920.png,42
2920.png,80
2921.png,1
2921.png,43
2921.png,3
2921.png,12
2921.png,13
2921.png,22
2921.png,10
2921.png,4
2921.png,78
2921.png,9
2922.png,74
2922.png,71
2922.png,83
2922.png,33
2922.png,20
2922.png,33
2922.png,67
2922.png,73
2922.png,55
2922.png,18
2923.png,85
2923.png,7
2923.png,1
2923.png,13
2923.png,7
2923.png,10
2923.png,68
2923.png,0
2923.png,24
2923.png,0
2924.png,93
2924.png,89
2924.png,35
2924.png,70
2924.png,36
2924.png,72
2924.png,86
2924.png,61
2924.png,72
2924.png,14
2925.png,56
2925.png,63
2925.png,89
2925.png,91
2925.png,79
2925.png,99
2925.png,76
2925.png,59
2925.png,85
2925.png,60
2926.png,6
2926.png,6
2926.png,50
2926.png,0
2926.png,37
2926.png,41
2926.png,84
2926.png,19
2926.png,23
2926.png,36
2927.png,80
2927.png,43
2927.png,62
2927.png,41
2927.png,26
2927.png,56
2927.png,87
2927.png,85
2927.png,80
2927.png,44
2928.png,18
2928.png,80
2928.png,79
2928.png,68
2928.png,77
2928.png,87
2928.png,68
2928.png,74
2928.png,85
2928.png,89
2929.png,52
2929.png,44
2929.png,72
2929.png,93
2929.png,93
2929.png,93
2929.png,74
2929.png,96
2929.png,92
2929.png,69
2930.png,5
2930.png,46
2930.png,2
2930.png,25
2930.png,91
2930.png,31
2930.png,61
2930.png,64
2930.png,30
2930.png,25
2931.png,82
2931.png,62
2931.png,66
2931.png,74
2931.png,72
2931.png,76
2931.png,59
2931.png,87
2931.png,70
2931.png,60
2932.png,68
2932.png,10
2932.png,39
2932.png,88
2932.png,0
2932.png,86
2932.png,46
2932.png,2
2932.png,62
2932.png,34
2933.png,39
2933.png,35
2933.png,0
2933.png,19
2933.png,54
2933.png,31
2933.png,33
2933.png,63
2933.png,3
2933.png,21
2934.png,66
2934.png,100
2934.png,23
2934.png,24
2934.png,100
2934.png,83
2934.png,31
2934.png,29
2934.png,61
2934.png,100
2935.png,85
2935.png,81
2935.png,78
2935.png,70
2935.png,71
2935.png,74
2935.png,100
2935.png,89
2935.png,0
2935.png,23
2936.png,9
2936.png,45
2936.png,84
2936.png,43
2936.png,22
2936.png,47
2936.png,26
2936.png,78
2936.png,31
2936.png,16
2937.png,81
2937.png,42
2937.png,19
2937.png,90
2937.png,18
2937.png,3
2937.png,22
2937.png,12
2937.png,6
2937.png,0
2938.png,78
2938.png,10
2938.png,17
2938.png,36
2938.png,66
2938.png,9
2938.png,53
2938.png,24
2938.png,100
2938.png,29
2939.png,71
2939.png,63
2939.png,23
2939.png,60
2939.png,84
2939.png,20
2939.png,92
2939.png,39
2939.png,19
2939.png,64
2940.png,12
2940.png,92
2940.png,54
2940.png,85
2940.png,92
2940.png,63
2940.png,38
2940.png,26
2940.png,89
2940.png,87
2941.png,62
2941.png,56
2941.png,24
2941.png,90
2941.png,22
2941.png,0
2941.png,6
2941.png,61
2941.png,38
2941.png,82
2942.png,68
2942.png,96
2942.png,68
2942.png,61
2942.png,81
2942.png,69
2942.png,65
2942.png,85
2942.png,42
2942.png,66
2943.png,83
2943.png,54
2943.png,95
2943.png,67
2943.png,85
2943.png,62
2943.png,86
2943.png,87
2943.png,81
2943.png,75
2944.png,81
2944.png,59
2944.png,32
2944.png,100
2944.png,55
2944.png,82
2944.png,69
2944.png,73
2944.png,83
2944.png,65
2945.png,95
2945.png,84
2945.png,63
2945.png,58
2945.png,90
2945.png,43
2945.png,35
2945.png,89
2945.png,77
2945.png,94
2946.png,85
2946.png,100
2946.png,95
2946.png,90
2946.png,20
2946.png,73
2946.png,82
2946.png,19
2946.png,100
2946.png,89
2947.png,19
2947.png,45
2947.png,32
2947.png,25
2947.png,19
2947.png,0
2947.png,17
2947.png,4
2947.png,6
2947.png,28
2948.png,28
2948.png,90
2948.png,42
2948.png,36
2948.png,73
2948.png,29
2948.png,90
2948.png,59
2948.png,54
2948.png,55
2949.png,87
2949.png,89
2949.png,45
2949.png,69
2949.png,20
2949.png,65
2949.png,34
2949.png,46
2949.png,59
2949.png,83
2950.png,45
2950.png,80
2950.png,70
2950.png,83
2950.png,42
2950.png,62
2950.png,87
2950.png,81
2950.png,36
2950.png,71
2951.png,87
2951.png,93
2951.png,77
2951.png,87
2951.png,78
2951.png,79
2951.png,92
2951.png,74
2951.png,93
2951.png,73
2952.png,79
2952.png,93
2952.png,70
2952.png,57
2952.png,46
2952.png,36
2952.png,72
2952.png,78
2952.png,66
2952.png,65
2953.png,47
2953.png,64
2953.png,86
2953.png,100
2953.png,42
2953.png,48
2953.png,73
2953.png,57
2953.png,23
2953.png,40
2954.png,70
2954.png,65
2954.png,86
2954.png,87
2954.png,65
2954.png,25
2954.png,62
2954.png,48
2954.png,64
2954.png,80
2955.png,73
2955.png,41
2955.png,88
2955.png,69
2955.png,99
2955.png,0
2955.png,66
2955.png,50
2955.png,71
2955.png,54
2956.png,34
2956.png,88
2956.png,82
2956.png,81
2956.png,93
2956.png,100
2956.png,0
2956.png,77
2956.png,67
2956.png,68
2957.png,78
2957.png,85
2957.png,74
2957.png,53
2957.png,100
2957.png,85
2957.png,62
2957.png,57
2957.png,53
2957.png,74
2958.png,10
2958.png,87
2958.png,18
2958.png,28
2958.png,18
2958.png,69
2958.png,19
2958.png,38
2958.png,43
2958.png,4
2959.png,92
2959.png,86
2959.png,92
2959.png,76
2959.png,63
2959.png,92
2959.png,69
2959.png,24
2959.png,90
2959.png,55
2960.png,89
2960.png,37
2960.png,42
2960.png,30
2960.png,18
2960.png,83
2960.png,14
2960.png,65
2960.png,37
2960.png,90
2961.png,21
2961.png,61
2961.png,63
2961.png,70
2961.png,86
2961.png,87
2961.png,33
2961.png,55
2961.png,42
2961.png,34
2962.png,31
2962.png,78
2962.png,46
2962.png,39
2962.png,40
2962.png,73
2962.png,45
2962.png,70
2962.png,0
2962.png,88
2963.png,46
2963.png,0
2963.png,100
2963.png,32
2963.png,79
2963.png,100
2963.png,87
2963.png,62
2963.png,100
2963.png,83
2964.png,69
2964.png,60
2964.png,66
2964.png,82
2964.png,36
2964.png,89
2964.png,45
2964.png,28
2964.png,68
2964.png,0
2965.png,32
2965.png,84
2965.png,96
2965.png,45
2965.png,63
2965.png,31
2965.png,100
2965.png,100
2965.png,33
2965.png,86
2966.png,90
2966.png,8
2966.png,29
2966.png,58
2966.png,85
2966.png,61
2966.png,80
2966.png,36
2966.png,33
2966.png,24
2967.png,46
2967.png,47
2967.png,4
2967.png,9
2967.png,11
2967.png,35
2967.png,24
2967.png,20
2967.png,39
2967.png,81
2968.png,62
2968.png,71
2968.png,39
2968.png,30
2968.png,57
2968.png,90
2968.png,43
2968.png,70
2968.png,76
2968.png,75
2969.png,59
2969.png,69
2969.png,65
2969.png,68
2969.png,56
2969.png,89
2969.png,89
2969.png,93
2969.png,62
2969.png,100
2970.png,88
2970.png,0
2970.png,45
2970.png,5
2970.png,17
2970.png,4
2970.png,24
2970.png,0
2970.png,17
2970.png,40
2971.png,8
2971.png,36
2971.png,67
2971.png,62
2971.png,0
2971.png,0
2971.png,78
2971.png,15
2971.png,91
2971.png,55
2972.png,0
2972.png,18
2972.png,68
2972.png,25
2972.png,29
2972.png,67
2972.png,93
2972.png,0
2972.png,49
2972.png,70
2973.png,40
2973.png,37
2973.png,36
2973.png,92
2973.png,74
2973.png,81
2973.png,22
2973.png,88
2973.png,86
2973.png,67
2974.png,63
2974.png,74
2974.png,40
2974.png,75
2974.png,44
2974.png,46
2974.png,84
2974.png,21
2974.png,55
2974.png,87
2975.png,89
2975.png,84
2975.png,19
2975.png,43
2975.png,17
2975.png,66
2975.png,88
2975.png,39
2975.png,64
2975.png,65
2976.png,37
2976.png,32
2976.png,36
2976.png,76
2976.png,66
2976.png,83
2976.png,4
2976.png,34
2976.png,45
2976.png,70
2977.png,59
2977.png,79
2977.png,84
2977.png,60
2977.png,34
2977.png,100
2977.png,68
2977.png,65
2977.png,100
2977.png,95
2978.png,44
2978.png,68
2978.png,4
2978.png,65
2978.png,87
2978.png,43
2978.png,61
2978.png,27
2978.png,42
2978.png,37
2979.png,68
2979.png,64
2979.png,67
2979.png,86
2979.png,79
2979.png,89
2979.png,100
2979.png,83
2979.png,64
2979.png,78
2980.png,88
2980.png,33
2980.png,42
2980.png,17
2980.png,6
2980.png,69
2980.png,70
2980.png,62
2980.png,56
2980.png,81
2981.png,25
2981.png,5
2981.png,34
2981.png,56
2981.png,0
2981.png,54
2981.png,39
2981.png,77
2981.png,37
2981.png,15
2982.png,29
2982.png,82
2982.png,32
2982.png,21
2982.png,36
2982.png,49
2982.png,36
2982.png,37
2982.png,14
2982.png,8
2983.png,37
2983.png,100
2983.png,100
2983.png,90
2983.png,76
2983.png,84
2983.png,17
2983.png,82
2983.png,92
2983.png,5
2984.png,20
2984.png,8
2984.png,3
2984.png,8
2984.png,31
2984.png,70
2984.png,4
2984.png,12
2984.png,21
2984.png,77
2985.png,46
2985.png,41
2985.png,15
2985.png,62
2985.png,9
2985.png,41
2985.png,26
2985.png,8
2985.png,18
2985.png,86
2986.png,55
2986.png,32
2986.png,75
2986.png,63
2986.png,42
2986.png,81
2986.png,100
2986.png,73
2986.png,45
2986.png,100
2987.png,18
2987.png,59
2987.png,73
2987.png,86
2987.png,47
2987.png,31
2987.png,51
2987.png,44
2987.png,44
2987.png,0
2988.png,19
2988.png,24
2988.png,62
2988.png,14
2988.png,86
2988.png,58
2988.png,49
2988.png,55
2988.png,65
2988.png,11
2989.png,23
2989.png,65
2989.png,30
2989.png,0
2989.png,11
2989.png,74
2989.png,20
2989.png,57
2989.png,23
2989.png,81
2990.png,34
2990.png,25
2990.png,10
2990.png,13
2990.png,0
2990.png,0
2990.png,34
2990.png,4
2990.png,25
2990.png,72
2991.png,88
2991.png,67
2991.png,54
2991.png,26
2991.png,72
2991.png,69
2991.png,86
2991.png,91
2991.png,71
2991.png,100
2992.png,28
2992.png,26
2992.png,41
2992.png,67
2992.png,0
2992.png,61
2992.png,45
2992.png,88
2992.png,79
2992.png,65
2993.png,1
2993.png,12
2993.png,18
2993.png,16
2993.png,0
2993.png,18
2993.png,36
2993.png,81
2993.png,5
2993.png,17
2994.png,76
2994.png,50
2994.png,85
2994.png,75
2994.png,47
2994.png,58
2994.png,54
2994.png,73
2994.png,100
2994.png,89
2995.png,18
2995.png,71
2995.png,91
2995.png,10
2995.png,4
2995.png,17
2995.png,0
2995.png,11
2995.png,10
2995.png,21
2996.png,85
2996.png,69
2996.png,86
2996.png,76
2996.png,74
2996.png,91
2996.png,88
2996.png,80
2996.png,89
2996.png,81
2997.png,35
2997.png,27
2997.png,89
2997.png,15
2997.png,64
2997.png,1
2997.png,29
2997.png,31
2997.png,45
2997.png,72
2998.png,100
2998.png,62
2998.png,100
2998.png,33
2998.png,56
2998.png,64
2998.png,85
2998.png,77
2998.png,71
2998.png,76
2999.png,9
2999.png,34
2999.png,41
2999.png,90
2999.png,84
2999.png,69
2999.png,45
2999.png,43
2999.png,87
2999.png,88
3000.png,25
3000.png,0
3000.png,22
3000.png,77
3000.png,30
3000.png,54
3000.png,24
3000.png,38
3000.png,16
3000.png,2
3001.png,65
3001.png,45
3001.png,43
3001.png,84
3001.png,7
3001.png,28
3001.png,41
3001.png,47
3001.png,66
3001.png,75
3002.png,52
3002.png,85
3002.png,86
3002.png,99
3002.png,93
3002.png,100
3002.png,88
3002.png,87
3002.png,73
3002.png,35
3003.png,13
3003.png,12
3003.png,13
3003.png,37
3003.png,33
3003.png,91
3003.png,39
3003.png,78
3003.png,20
3003.png,8
3004.png,89
3004.png,61
3004.png,81
3004.png,43
3004.png,81
3004.png,77
3004.png,34
3004.png,82
3004.png,55
3004.png,46
3005.png,0
3005.png,77
3005.png,25
3005.png,20
3005.png,57
3005.png,22
3005.png,79
3005.png,29
3005.png,59
3005.png,13
3006.png,73
3006.png,25
3006.png,22
3006.png,56
3006.png,21
3006.png,53
3006.png,58
3006.png,91
3006.png,7
3006.png,0
3007.png,15
3007.png,69
3007.png,1
3007.png,15
3007.png,7
3007.png,0
3007.png,22
3007.png,10
3007.png,3
3007.png,68
3008.png,3
3008.png,60
3008.png,31
3008.png,46
3008.png,86
3008.png,32
3008.png,29
3008.png,68
3008.png,29
3008.png,25
3009.png,100
3009.png,0
3009.png,55
3009.png,64
3009.png,36
3009.png,49
3009.png,34
3009.png,25
3009.png,63
3009.png,89
3010.png,3
3010.png,17
3010.png,29
3010.png,75
3010.png,6
3010.png,67
3010.png,17
3010.png,20
3010.png,25
3010.png,33
3011.png,87
3011.png,37
3011.png,87
3011.png,68
3011.png,87
3011.png,20
3011.png,38
3011.png,26
3011.png,47
3011.png,64
3012.png,31
3012.png,84
3012.png,82
3012.png,87
3012.png,21
3012.png,28
3012.png,88
3012.png,68
3012.png,44
3012.png,20
3013.png,0
3013.png,39
3013.png,12
3013.png,21
3013.png,0
3013.png,60
3013.png,0
3013.png,31
3013.png,0
3013.png,8
3014.png,64
3014.png,64
3014.png,78
3014.png,88
3014.png,58
3014.png,61
3014.png,9
3014.png,70
3014.png,57
3014.png,33
3015.png,35
3015.png,27
3015.png,24
3015.png,52
3015.png,87
3015.png,88
3015.png,7
3015.png,26
3015.png,2
3015.png,27
3016.png,65
3016.png,95
3016.png,91
3016.png,100
3016.png,87
3016.png,86
3016.png,74
3016.png,57
3016.png,69
3016.png,69
3017.png,22
3017.png,40
3017.png,11
3017.png,0
3017.png,55
3017.png,0
3017.png,0
3017.png,24
3017.png,10
3017.png,84
3018.png,34
3018.png,71
3018.png,7
3018.png,19
3018.png,44
3018.png,34
3018.png,1
3018.png,25
3018.png,22
3018.png,67
3019.png,100
3019.png,92
3019.png,95
3019.png,25
3019.png,59
3019.png,85
3019.png,64
3019.png,18
3019.png,82
3019.png,33
3020.png,21
3020.png,0
3020.png,33
3020.png,33
3020.png,9
3020.png,46
3020.png,14
3020.png,72
3020.png,12
3020.png,33
3021.png,100
3021.png,57
3021.png,24
3021.png,30
3021.png,28
3021.png,74
3021.png,71
3021.png,61
3021.png,9
3021.png,30
3022.png,44
3022.png,35
3022.png,76
3022.png,24
3022.png,79
3022.png,56
3022.png,82
3022.png,81
3022.png,0
3022.png,55
3023.png,77
3023.png,89
3023.png,67
3023.png,18
3023.png,25
3023.png,57
3023.png,76
3023.png,18
3023.png,96
3023.png,66
3024.png,82
3024.png,44
3024.png,71
3024.png,0
3024.png,73
3024.png,21
3024.png,60
3024.png,84
3024.png,45
3024.png,34
3025.png,25
3025.png,28
3025.png,62
3025.png,29
3025.png,0
3025.png,68
3025.png,25
3025.png,0
3025.png,87
3025.png,27
3026.png,15
3026.png,29
3026.png,12
3026.png,57
3026.png,28
3026.png,98
3026.png,24
3026.png,26
3026.png,74
3026.png,65
3027.png,39
3027.png,74
3027.png,0
3027.png,67
3027.png,60
3027.png,32
3027.png,19
3027.png,46
3027.png,0
3027.png,35
3028.png,19
3028.png,18
3028.png,42
3028.png,39
3028.png,32
3028.png,32
3028.png,81
3028.png,9
3028.png,25
3028.png,57
3029.png,33
3029.png,94
3029.png,82
3029.png,37
3029.png,66
3029.png,73
3029.png,50
3029.png,58
3029.png,5
3029.png,89
3030.png,99
3030.png,39
3030.png,80
3030.png,67
3030.png,100
3030.png,57
3030.png,84
3030.png,66
3030.png,81
3030.png,75
3031.png,85
3031.png,54
3031.png,57
3031.png,87
3031.png,100
3031.png,94
3031.png,56
3031.png,60
3031.png,91
3031.png,85
3032.png,27
3032.png,54
3032.png,64
3032.png,11
3032.png,82
3032.png,77
3032.png,65
3032.png,31
3032.png,81
3032.png,26
3033.png,83
3033.png,76
3033.png,67
3033.png,79
3033.png,65
3033.png,56
3033.png,100
3033.png,57
3033.png,86
3033.png,82
3034.png,56
3034.png,2
3034.png,63
3034.png,10
3034.png,18
3034.png,81
3034.png,66
3034.png,14
3034.png,24
3034.png,1
3035.png,82
3035.png,41
3035.png,59
3035.png,66
3035.png,100
3035.png,70
3035.png,81
3035.png,84
3035.png,65
3035.png,92
3036.png,16
3036.png,85
3036.png,59
3036.png,55
3036.png,94
3036.png,69
3036.png,86
3036.png,39
3036.png,10
3036.png,31
3037.png,82
3037.png,71
3037.png,14
3037.png,42
3037.png,74
3037.png,41
3037.png,79
3037.png,76
3037.png,47
3037.png,88
3038.png,89
3038.png,37
3038.png,4
3038.png,19
3038.png,5
3038.png,17
3038.png,6
3038.png,4
3038.png,11
3038.png,70
3039.png,68
3039.png,40
3039.png,100
3039.png,0
3039.png,47
3039.png,46
3039.png,35
3039.png,78
3039.png,33
3039.png,63
3040.png,36
3040.png,83
3040.png,7
3040.png,77
3040.png,38
3040.png,44
3040.png,70
3040.png,60
3040.png,76
3040.png,31
3041.png,8
3041.png,17
3041.png,95
3041.png,27
3041.png,8
3041.png,7
3041.png,45
3041.png,0
3041.png,27
3041.png,10
3042.png,50
3042.png,22
3042.png,86
3042.png,11
3042.png,21
3042.png,38
3042.png,51
3042.png,7
3042.png,8
3042.png,55
3043.png,80
3043.png,66
3043.png,91
3043.png,60
3043.png,19
3043.png,89
3043.png,22
3043.png,83
3043.png,53
3043.png,40
3044.png,91
3044.png,88
3044.png,24
3044.png,23
3044.png,79
3044.png,83
3044.png,80
3044.png,42
3044.png,46
3044.png,86
3045.png,81
3045.png,68
3045.png,50
3045.png,27
3045.png,48
3045.png,96
3045.png,60
3045.png,93
3045.png,68
3045.png,86
3046.png,47
3046.png,50
3046.png,100
3046.png,44
3046.png,17
3046.png,73
3046.png,29
3046.png,19
3046.png,43
3046.png,24
3047.png,13
3047.png,75
3047.png,82
3047.png,31
3047.png,43
3047.png,82
3047.png,11
3047.png,57
3047.png,50
3047.png,85
3048.png,40
3048.png,53
3048.png,50
3048.png,69
3048.png,30
3048.png,20
3048.png,53
3048.png,50
3048.png,62
3048.png,12
3049.png,100
3049.png,69
3049.png,33
3049.png,23
3049.png,83
3049.png,91
3049.png,83
3049.png,53
3049.png,26
3049.png,57
3050.png,50
3050.png,76
3050.png,36
3050.png,17
3050.png,53
3050.png,37
3050.png,34
3050.png,50
3050.png,37
3050.png,22
3051.png,100
3051.png,38
3051.png,48
3051.png,83
3051.png,89
3051.png,75
3051.png,71
3051.png,90
3051.png,25
3051.png,3
3052.png,74
3052.png,57
3052.png,64
3052.png,67
3052.png,49
3052.png,41
3052.png,68
3052.png,11
3052.png,74
3052.png,50
3053.png,49
3053.png,100
3053.png,88
3053.png,0
3053.png,16
3053.png,0
3053.png,47
3053.png,100
3053.png,5
3053.png,44
3054.png,34
3054.png,32
3054.png,89
3054.png,34
3054.png,83
3054.png,92
3054.png,14
3054.png,46
3054.png,11
3054.png,80
3055.png,54
3055.png,33
3055.png,37
3055.png,46
3055.png,12
3055.png,45
3055.png,21
3055.png,67
3055.png,44
3055.png,75
3056.png,29
3056.png,0
3056.png,12
3056.png,25
3056.png,6
3056.png,18
3056.png,22
3056.png,14
3056.png,16
3056.png,4
3057.png,4
3057.png,12
3057.png,0
3057.png,1
3057.png,20
3057.png,0
3057.png,0
3057.png,0
3057.png,5
3057.png,0
3058.png,26
3058.png,74
3058.png,99
3058.png,100
3058.png,84
3058.png,54
3058.png,81
3058.png,64
3058.png,68
3058.png,50
3059.png,0
3059.png,1
3059.png,0
3059.png,37
3059.png,29
3059.png,25
3059.png,15
3059.png,23
3059.png,39
3059.png,30
3060.png,82
3060.png,26
3060.png,62
3060.png,44
3060.png,16
3060.png,45
3060.png,0
3060.png,8
3060.png,45
3060.png,15
3061.png,58
3061.png,28
3061.png,71
3061.png,70
3061.png,100
3061.png,6
3061.png,63
3061.png,50
3061.png,86
3061.png,100
3062.png,70
3062.png,73
3062.png,91
3062.png,38
3062.png,95
3062.png,59
3062.png,67
3062.png,76
3062.png,60
3062.png,50
3063.png,66
3063.png,59
3063.png,74
3063.png,31
3063.png,73
3063.png,100
3063.png,64
3063.png,57
3063.png,85
3063.png,15
3064.png,2
3064.png,33
3064.png,34
3064.png,75
3064.png,39
3064.png,6
3064.png,4
3064.png,32
3064.png,37
3064.png,0
3065.png,68
3065.png,0
3065.png,0
3065.png,0
3065.png,17
3065.png,17
3065.png,9
3065.png,71
3065.png,38
3065.png,12
3066.png,74
3066.png,25
3066.png,75
3066.png,38
3066.png,90
3066.png,63
3066.png,82
3066.png,49
3066.png,76
3066.png,100
3067.png,75
3067.png,19
3067.png,76
3067.png,37
3067.png,0
3067.png,52
3067.png,73
3067.png,38
3067.png,50
3067.png,12
3068.png,12
3068.png,20
3068.png,0
3068.png,66
3068.png,16
3068.png,17
3068.png,8
3068.png,100
3068.png,33
3068.png,15
3069.png,50
3069.png,25
3069.png,100
3069.png,31
3069.png,57
3069.png,42
3069.png,67
3069.png,24
3069.png,42
3069.png,94
3070.png,26
3070.png,37
3070.png,18
3070.png,20
3070.png,13
3070.png,8
3070.png,15
3070.png,29
3070.png,3
3070.png,3
3071.png,19
3071.png,54
3071.png,64
3071.png,56
3071.png,75
3071.png,53
3071.png,76
3071.png,38
3071.png,23
3071.png,14
3072.png,87
3072.png,58
3072.png,82
3072.png,100
3072.png,91
3072.png,85
3072.png,65
3072.png,100
3072.png,71
3072.png,91
3073.png,90
3073.png,45
3073.png,50
3073.png,62
3073.png,54
3073.png,67
3073.png,65
3073.png,4
3073.png,41
3073.png,67
3074.png,21
3074.png,33
3074.png,0
3074.png,0
3074.png,18
3074.png,19
3074.png,10
3074.png,0
3074.png,0
3074.png,7
3075.png,35
3075.png,38
3075.png,19
3075.png,79
3075.png,12
3075.png,67
3075.png,65
3075.png,68
3075.png,25
3075.png,17
3076.png,14
3076.png,67
3076.png,40
3076.png,0
3076.png,58
3076.png,100
3076.png,31
3076.png,16
3076.png,3
3076.png,25
3077.png,61
3077.png,74
3077.png,18
3077.png,74
3077.png,100
3077.png,78
3077.png,73
3077.png,90
3077.png,52
3077.png,100
3078.png,57
3078.png,47
3078.png,59
3078.png,89
3078.png,86
3078.png,24
3078.png,73
3078.png,27
3078.png,79
3078.png,32
3079.png,36
3079.png,16
3079.png,31
3079.png,50
3079.png,71
3079.png,17
3079.png,8
3079.png,49
3079.png,0
3079.png,17
3080.png,75
3080.png,70
3080.png,11
3080.png,72
3080.png,87
3080.png,74
3080.png,50
3080.png,100
3080.png,100
3080.png,82
3081.png,24
3081.png,42
3081.png,0
3081.png,22
3081.png,26
3081.png,13
3081.png,16
3081.png,43
3081.png,24
3081.png,0
3082.png,83
3082.png,74
3082.png,100
3082.png,82
3082.png,100
3082.png,78
3082.png,77
3082.png,83
3082.png,76
3082.png,75
3083.png,75
3083.png,100
3083.png,74
3083.png,83
3083.png,100
3083.png,88
3083.png,63
3083.png,84
3083.png,6
3083.png,81
3084.png,54
3084.png,16
3084.png,70
3084.png,14
3084.png,52
3084.png,56
3084.png,74
3084.png,26
3084.png,38
3084.png,9
3085.png,21
3085.png,45
3085.png,28
3085.png,33
3085.png,6
3085.png,15
3085.png,12
3085.png,0
3085.png,50
3085.png,25
3086.png,74
3086.png,78
3086.png,35
3086.png,25
3086.png,13
3086.png,26
3086.png,56
3086.png,11
3086.png,17
3086.png,62
3087.png,84
3087.png,100
3087.png,100
3087.png,100
3087.png,84
3087.png,79
3087.png,63
3087.png,0
3087.png,81
3087.png,99
3088.png,39
3088.png,25
3088.png,50
3088.png,30
3088.png,56
3088.png,96
3088.png,25
3088.png,6
3088.png,71
3088.png,52
3089.png,39
3089.png,43
3089.png,3
3089.png,12
3089.png,12
3089.png,0
3089.png,0
3089.png,38
3089.png,24
3089.png,69
3090.png,38
3090.png,37
3090.png,42
3090.png,6
3090.png,24
3090.png,89
3090.png,65
3090.png,12
3090.png,42
3090.png,56
3091.png,0
3091.png,16
3091.png,68
3091.png,0
3091.png,33
3091.png,0
3091.png,11
3091.png,30
3091.png,0
3091.png,13
3092.png,5
3092.png,60
3092.png,15
3092.png,40
3092.png,0
3092.png,31
3092.png,9
3092.png,35
3092.png,10
3092.png,9
3093.png,9
3093.png,18
3093.png,33
3093.png,37
3093.png,25
3093.png,31
3093.png,26
3093.png,10
3093.png,11
3093.png,24
3094.png,70
3094.png,82
3094.png,100
3094.png,100
3094.png,73
3094.png,100
3094.png,16
3094.png,66
3094.png,95
3094.png,84
3095.png,47
3095.png,12
3095.png,71
3095.png,17
3095.png,8
3095.png,7
3095.png,0
3095.png,0
3095.png,0
3095.png,0
3096.png,21
3096.png,17
3096.png,0
3096.png,0
3096.png,14
3096.png,24
3096.png,0
3096.png,0
3096.png,0
3096.png,71
3097.png,100
3097.png,96
3097.png,93
3097.png,98
3097.png,100
3097.png,100
3097.png,100
3097.png,73
3097.png,86
3097.png,86
3098.png,96
3098.png,100
3098.png,81
3098.png,61
3098.png,68
3098.png,18
3098.png,100
3098.png,92
3098.png,93
3098.png,34
3099.png,6
3099.png,0
3099.png,7
3099.png,41
3099.png,68
3099.png,47
3099.png,0
3099.png,2
3099.png,53
3099.png,14
3100.png,19
3100.png,98
3100.png,0
3100.png,57
3100.png,31
3100.png,0
3100.png,8
3100.png,16
3100.png,9
3100.png,7
3101.png,26
3101.png,24
3101.png,36
3101.png,65
3101.png,25
3101.png,41
3101.png,12
3101.png,45
3101.png,16
3101.png,78
3102.png,0
