index,image_id,filename,image_path,image_match,category,mean_human_complexity_rating,human_rating_count,human_rating_variance,human_rating_sd,text.no_text,text.axes_labels,text.axes_text,text.titles,text.annotations,text.captions,text.legend_text,text.legend_title,text.text_only,color.black_and_white,color.background_color,color.color_count,data.quantitative,data.categorical,design.chart_count,design.chart_types_count,design.multi_panel,design.area,design.bar,design.circle,design.diagram,design.distribution,design.grid_or_matrix,design.line,design.map,design.point,design.table,design.text,design.trees_or_networks
2393,2393.png,wsj567.png,data/news/wsj567.png,exact,N,16.5,10,231.61111111111111,15.218774954348694,0,0,1,1,1,1,0,0,0,0,1,8,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2394,2394.png,economist_daily_chart_397.png,data/news/economist_daily_chart_397.png,exact,N,23.0,10,333.55555555555554,18.263503375736967,0,0,1,1,1,1,1,0,0,0,1,4,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
2395,2395.png,v483_n7390_17_f4.png,data/science/v483_n7390_17_f4.png,exact,S,74.5,10,291.1666666666667,17.0636064964786,0,1,1,1,1,0,1,0,0,0,0,9,3,4,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0
2396,2396.png,wsj201.png,data/news/wsj201.png,exact,N,37.0,10,656.2222222222222,25.616834742454465,0,0,1,1,1,1,1,0,0,0,1,7,4,1,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0
2397,2397.png,v483_n7387_1_f4.png,data/science/v483_n7387_1_f4.png,exact,S,68.6,10,662.2666666666667,25.73454228593675,0,1,1,1,1,0,0,0,0,0,0,4,5,3,8,3,1,0,0,0,1,0,0,1,0,1,0,0,0
2398,2398.png,v488_n7411_19_f3.png,data/science/v488_n7411_19_f3.png,exact,S,71.1,10,591.8777777777779,24.3285383403479,0,1,1,0,1,0,1,0,0,0,0,6,4,3,7,4,1,0,1,0,1,0,0,1,0,1,0,0,0
2399,2399.png,visMost233.png,data/vis1/visMost233.png,exact,I,29.9,10,624.5444444444445,24.990887228036634,0,0,0,1,1,1,1,0,0,0,0,8,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2400,2400.png,vis366.png,data/vis2/vis366.png,exact,I,39.3,10,625.3444444444444,25.006887940014536,0,0,1,1,1,1,0,0,0,0,1,5,6,5,5,2,1,0,1,0,0,0,0,0,0,0,1,0,0
2401,2401.png,wsj229.png,data/news/wsj229.png,exact,N,21.3,10,258.6777777777778,16.083462866490468,0,0,1,1,1,1,1,0,0,0,1,4,2,2,2,3,1,0,1,0,0,1,0,0,1,0,0,0,0
2402,2402.png,v483_n7390_19_f1.png,data/science/v483_n7390_19_f1.png,exact,S,76.4,10,374.93333333333334,19.36319532859526,0,1,1,1,0,0,1,0,0,0,0,6,3,4,6,6,1,0,1,0,1,0,0,1,0,1,1,0,1
2403,2403.png,v489_n7414_3_f1.png,data/science/v489_n7414_3_f1.png,exact,S,82.7,10,161.56666666666666,12.710887721424758,0,1,1,1,1,0,0,0,0,0,0,6,5,4,3,4,1,0,1,1,1,1,0,0,0,0,0,0,0
2404,2404.png,vis428.png,data/vis2/vis428.png,exact,I,20.0,10,158.44444444444446,12.587471725666138,0,0,0,1,1,1,0,0,0,0,1,6,10,10,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2405,2405.png,visMost569.png,data/vis1/visMost569.png,exact,I,38.9,10,517.4333333333333,22.747160995019428,0,0,0,1,1,1,1,1,0,0,0,4,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2406,2406.png,wsj11.png,data/news/wsj11.png,exact,N,17.6,10,270.4888888888889,16.4465464122073,0,0,1,1,0,1,1,0,0,0,1,3,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
2407,2407.png,v489_n7415_3_f1.png,data/science/v489_n7415_3_f1.png,exact,S,64.4,10,412.26666666666665,20.304350929460085,0,1,1,1,1,0,1,0,0,0,0,1,7,3,4,3,1,0,1,0,0,0,0,1,0,0,1,0,0
2408,2408.png,economist_daily_chart_142.png,data/news/economist_daily_chart_142.png,exact,N,42.0,10,907.7777777777778,30.129350769271113,0,0,0,0,1,1,1,1,0,0,0,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2409,2409.png,visMost780.png,data/vis1/visMost780.png,exact,I,69.4,10,630.2666666666667,25.105112361163943,0,0,0,0,0,0,1,1,0,0,1,5,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1
2410,2410.png,treasuryB01.png,data/government/treasuryB01.png,exact,G,26.4,10,315.82222222222225,17.77138774047267,0,1,1,1,1,1,1,0,0,0,0,6,4,1,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0
2411,2411.png,v486_n7403_25_f3.png,data/science/v486_n7403_25_f3.png,exact,S,75.7,10,276.6777777777778,16.633633931819524,0,1,1,0,0,0,1,0,0,0,0,3,1,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2412,2412.png,v487_n7405_19_f1.png,data/science/v487_n7405_19_f1.png,exact,S,75.2,10,463.73333333333335,21.534468494330973,0,1,1,1,1,0,1,0,0,0,0,7,4,2,9,4,1,0,1,0,1,1,0,1,0,0,0,0,0
2413,2413.png,v485_n7398_22_f5.png,data/science/v485_n7398_22_f5.png,exact,S,74.4,10,93.6,9.674709297958259,0,1,1,1,1,0,1,1,0,0,0,9,2,5,4,3,1,0,1,1,1,0,0,0,0,0,0,0,0
2414,2414.png,whoJ24_1.png,data/government/whoJ24_1.png,exact,G,28.4,10,612.4888888888889,24.74851286216788,0,0,1,1,0,1,1,0,0,0,0,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2415,2415.png,treasuryB15.png,data/government/treasuryB15.png,exact,G,32.6,10,840.0444444444445,28.98352022174747,0,1,1,1,1,1,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0
2416,2416.png,v486_n7404_17_f2.png,data/science/v486_n7404_17_f2.png,exact,S,38.3,10,709.5666666666666,26.63769259276536,0,1,1,0,1,0,0,0,0,0,0,3,2,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0
2417,2417.png,vis819.png,data/vis3/vis819.png,exact,I,42.1,10,625.4333333333334,25.00866516496499,0,0,1,1,1,1,0,0,0,0,1,6,4,4,5,3,1,1,0,0,0,0,0,0,0,1,1,0,0
2418,2418.png,visMost794.png,data/vis1/visMost794.png,exact,I,50.6,10,778.0444444444445,27.893448055850758,0,0,0,1,0,1,1,0,0,0,1,16,0,5,6,2,1,0,0,1,0,0,0,0,0,0,1,0,0
2419,2419.png,whoB22_1.png,data/government/whoB22_1.png,exact,G,23.9,10,494.32222222222225,22.23335832082554,0,1,1,1,1,1,0,0,0,0,0,3,1,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
2420,2420.png,economist_daily_chart_156.png,data/news/economist_daily_chart_156.png,exact,N,29.5,10,243.38888888888889,15.600925898448748,0,1,1,1,0,1,0,0,0,0,1,5,7,7,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2421,2421.png,vis831.png,data/vis3/vis831.png,exact,I,26.2,10,551.5111111111111,23.48427369775593,0,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2422,2422.png,v490_n7418_1_f2.png,data/science/v490_n7418_1_f2.png,exact,S,70.9,10,498.76666666666665,22.333084575729046,0,0,1,0,1,0,0,0,0,0,0,9,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1
2423,2423.png,v487_n7405_17_f4.png,data/science/v487_n7405_17_f4.png,exact,S,80.2,10,276.84444444444443,16.638643107069893,0,1,1,1,1,0,1,0,0,0,0,9,6,3,4,3,1,0,0,0,1,0,1,0,0,1,0,0,0
2424,2424.png,v489_n7416_15_f2.png,data/science/v489_n7416_15_f2.png,exact,S,48.7,10,1391.3444444444444,37.300729811150404,0,1,1,1,0,0,1,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2425,2425.png,v490_n7419_1_f2.png,data/science/v490_n7419_1_f2.png,exact,S,72.8,10,655.2888888888889,25.598611073433045,0,0,1,1,1,0,0,0,0,0,0,2,3,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2426,2426.png,visMost743.png,data/vis1/visMost743.png,exact,I,46.5,10,456.5,21.365860619221497,0,1,0,1,1,1,0,0,0,0,1,18,1,3,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
2427,2427.png,vis616.png,data/vis3/vis616.png,exact,I,49.0,10,1008.0,31.74901573277509,0,1,1,1,1,1,0,0,0,0,1,10,3,3,6,4,1,0,1,1,1,0,0,0,0,0,1,0,0
2428,2428.png,economist_daily_chart_181.png,data/news/economist_daily_chart_181.png,exact,N,49.9,10,1029.4333333333334,32.084783517009015,0,0,1,1,1,1,1,0,0,0,1,7,3,3,2,3,1,0,1,0,0,1,0,1,0,0,0,0,0
2429,2429.png,vis170.png,data/vis2/vis170.png,exact,I,30.8,10,291.73333333333335,17.080202965226537,0,0,1,1,1,1,0,0,0,0,1,8,3,5,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0
2430,2430.png,vis164.png,data/vis2/vis164.png,exact,I,40.3,10,353.34444444444443,18.797458457047973,0,0,0,1,1,1,0,0,1,0,1,18,0,4,9,2,1,0,0,0,1,0,0,0,0,0,1,0,0
2431,2431.png,v486_n7401_12_f1.png,data/science/v486_n7401_12_f1.png,exact,S,29.4,10,714.4888888888889,26.72992496975794,0,1,1,0,0,0,1,1,0,1,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2432,2432.png,whoQ09_2.png,data/government/whoQ09_2.png,exact,G,23.2,10,369.51111111111106,19.222671799495277,0,1,1,1,0,1,1,0,0,0,0,2,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
2433,2433.png,economist_daily_chart_195.png,data/news/economist_daily_chart_195.png,exact,N,20.0,10,292.44444444444446,17.10100711784088,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2434,2434.png,visMost757.png,data/vis1/visMost757.png,exact,I,40.8,10,603.0666666666667,24.557415716371025,0,0,1,1,1,1,0,0,1,0,0,12,3,7,6,5,1,1,1,1,1,0,0,0,0,0,1,0,0
2435,2435.png,vis602.png,data/vis3/vis602.png,exact,I,46.3,10,1206.6777777777777,34.73726785136934,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2436,2436.png,v488_n7413_5_f1.png,data/science/v488_n7413_5_f1.png,exact,S,47.9,10,478.32222222222225,21.87057891831449,0,1,0,1,1,0,0,0,1,0,0,18,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1
2437,2437.png,v485_n7400_17_f3.png,data/science/v485_n7400_17_f3.png,exact,S,68.5,10,178.05555555555554,13.343745934165396,0,1,1,0,1,0,1,0,0,0,0,4,2,2,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0
2438,2438.png,v487_n7408_19_f2.png,data/science/v487_n7408_19_f2.png,exact,S,75.0,10,305.1111111111111,17.467430008765202,0,1,1,0,1,0,0,0,0,0,0,8,3,1,3,4,1,0,1,0,1,1,0,0,0,0,1,0,0
2439,2439.png,vis158.png,data/vis2/vis158.png,exact,I,29.2,10,659.5111111111111,25.680948407547394,0,0,0,1,1,1,0,0,1,0,1,4,2,4,2,3,1,0,1,0,1,0,0,0,0,0,1,0,0
2440,2440.png,v482_n7386_3_f5.png,data/science/v482_n7386_3_f5.png,exact,S,70.9,10,376.76666666666665,19.410478269910474,0,1,1,1,1,0,1,0,0,0,0,13,4,4,7,5,1,0,1,0,1,1,0,1,0,0,1,0,0
2441,2441.png,whoJ28.png,data/government/whoJ28.png,exact,G,17.8,10,455.9555555555556,21.35311582780264,0,1,1,1,1,1,1,0,0,0,0,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2442,2442.png,v489_n7416_19_f2.png,data/science/v489_n7416_19_f2.png,exact,S,72.4,10,201.82222222222222,14.20641482648674,0,1,1,0,1,0,1,0,0,0,0,5,3,2,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0
2443,2443.png,whoQ12_1.png,data/government/whoQ12_1.png,exact,G,16.1,10,321.65555555555557,17.934758307698367,0,1,1,1,0,1,0,0,1,0,0,3,1,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2444,2444.png,visMost89.png,data/vis1/visMost89.png,exact,I,43.1,10,1101.8777777777777,33.19454439780395,0,0,0,1,1,1,0,0,0,0,0,10,6,7,7,3,1,0,1,0,1,0,0,0,0,0,1,0,0
2445,2445.png,treasuryD13.png,data/government/treasuryD13.png,exact,G,37.8,10,397.9555555555556,19.948823412811983,0,1,1,1,1,1,1,0,0,0,0,4,2,3,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0
2446,2446.png,v486_n7404_9_f1.png,data/science/v486_n7404_9_f1.png,exact,S,78.9,10,128.1,11.31812705353673,0,1,1,0,1,0,1,0,0,0,0,7,3,1,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0
2447,2447.png,vis979.png,data/vis3/vis979.png,exact,I,35.8,10,467.2888888888889,21.616865843338367,0,0,0,1,1,1,1,0,0,0,0,3,2,4,4,3,1,0,1,1,0,0,0,0,0,0,1,0,0
2448,2448.png,whoQ57_1.png,data/government/whoQ57_1.png,exact,G,25.6,10,519.1555555555556,22.784985309531265,0,0,1,1,0,0,1,0,0,0,0,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2449,2449.png,visMost192.png,data/vis1/visMost192.png,exact,I,56.5,10,274.94444444444446,16.58144880414388,0,1,1,1,1,1,1,0,0,0,1,10,4,6,8,6,1,0,1,1,1,1,0,0,0,0,1,0,1
2450,2450.png,v486_n7403_3_f5.png,data/science/v486_n7403_3_f5.png,exact,S,62.4,10,684.2666666666667,26.158491291866714,0,1,1,1,1,0,1,0,0,0,0,11,8,2,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0
2451,2451.png,economist_daily_chart_32.png,data/news/economist_daily_chart_32.png,exact,N,29.6,10,413.3777777777778,20.331693922980882,0,0,1,1,1,1,0,0,0,0,1,4,1,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2452,2452.png,economist_daily_chart_26.png,data/news/economist_daily_chart_26.png,exact,N,29.6,10,415.3777777777778,20.38081886916661,0,0,1,0,1,0,1,1,0,0,0,4,1,2,2,3,1,0,1,0,0,1,0,0,1,0,0,0,0
2453,2453.png,v485_n7399_2_f4.png,data/science/v485_n7399_2_f4.png,exact,S,77.1,10,528.5444444444445,22.99009448533095,0,1,1,1,1,0,1,0,0,1,0,0,4,3,4,3,1,0,1,0,1,0,0,0,0,0,1,0,0
2454,2454.png,visMost186.png,data/vis1/visMost186.png,exact,I,42.1,10,693.4333333333334,26.333122362024096,0,0,0,1,1,1,0,0,0,0,1,6,7,11,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0
2455,2455.png,vis945.png,data/vis3/vis945.png,exact,I,46.3,10,561.5666666666666,23.69739788809452,0,0,0,1,1,1,0,0,0,0,1,4,4,23,6,3,1,0,0,1,1,0,0,0,0,0,1,0,0
2456,2456.png,whoN35_1.png,data/government/whoN35_1.png,exact,G,9.7,10,174.9,13.224976370489287,0,0,0,1,1,0,1,0,0,0,0,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2457,2457.png,visMost810.png,data/vis1/visMost810.png,exact,I,63.4,10,811.6,28.488594208911046,0,0,1,1,1,1,0,0,0,0,1,6,1,5,5,2,1,0,0,0,1,0,0,0,0,0,1,0,0
2458,2458.png,v487_n7405_15_f1.png,data/science/v487_n7405_15_f1.png,exact,S,45.9,10,647.2111111111111,25.44034416259165,0,0,0,0,1,0,1,0,0,0,0,6,1,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1
2459,2459.png,v484_n7395_7_f10.png,data/science/v484_n7395_7_f10.png,exact,S,71.6,10,265.3777777777778,16.290419815884974,0,1,1,1,1,0,0,0,0,0,0,7,4,2,5,4,1,0,0,0,1,1,0,1,0,1,0,0,0
2460,2460.png,v486_n7402_21_f4.png,data/science/v486_n7402_21_f4.png,exact,S,41.1,10,609.6555555555556,24.69120401186535,0,1,1,0,1,0,1,0,0,1,0,0,4,1,3,3,1,0,1,0,0,0,0,1,0,1,0,0,0
2461,2461.png,wsj8.png,data/news/wsj8.png,exact,N,22.1,10,544.7666666666667,23.340237073917365,0,0,1,1,0,1,0,0,0,0,1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0
2462,2462.png,wsj188.png,data/news/wsj188.png,exact,N,8.8,10,120.84444444444445,10.992927018971992,0,0,1,1,1,1,1,0,0,0,1,3,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0
2463,2463.png,v482_n7386_10_f3.png,data/science/v482_n7386_10_f3.png,exact,S,71.2,10,672.4,25.93067681338071,0,1,1,1,1,0,1,1,0,0,0,11,6,1,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0
2464,2464.png,vis951.png,data/vis3/vis951.png,exact,I,32.6,10,317.3777777777778,17.81509971282164,0,0,1,1,1,1,0,0,0,0,1,9,3,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
2465,2465.png,visMost804.png,data/vis1/visMost804.png,exact,I,50.6,10,803.6,28.347839423843222,0,0,0,1,1,1,1,0,0,0,0,3,2,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0
2466,2466.png,vis789.png,data/vis3/vis789.png,exact,I,51.9,10,305.65555555555557,17.483007623276826,0,0,0,1,1,1,0,0,0,0,1,3,6,11,9,2,1,0,0,1,0,0,0,0,0,0,1,0,0
2467,2467.png,vis762.png,data/vis3/vis762.png,exact,I,44.2,10,847.5111111111112,29.1120440902234,0,0,1,1,1,1,0,0,0,0,1,6,3,9,7,5,1,1,1,0,1,0,0,0,1,0,1,0,0
2468,2468.png,visMost637.png,data/vis1/visMost637.png,exact,I,35.4,10,285.15555555555557,16.886549545586735,0,0,1,1,1,1,0,0,0,0,1,7,4,9,8,2,1,0,0,0,1,0,0,0,0,0,1,0,0
2469,2469.png,v487_n7408_15_f2.png,data/science/v487_n7408_15_f2.png,exact,S,56.8,10,739.7333333333333,27.198039145007005,0,1,1,0,1,0,0,0,0,1,0,0,4,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0
2470,2470.png,v488_n7412_12_f2.png,data/science/v488_n7412_12_f2.png,exact,S,45.6,10,1040.0444444444445,32.2497200676912,0,1,1,0,0,0,1,0,0,0,0,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2471,2471.png,v488_n7412_9_f1.png,data/science/v488_n7412_9_f1.png,exact,S,74.5,10,485.8333333333333,22.041627284148813,0,0,1,0,1,0,1,1,0,0,1,5,3,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
2472,2472.png,wsj605.png,data/news/wsj605.png,exact,N,41.1,10,585.4333333333333,24.195729650773774,0,0,0,1,1,1,0,0,0,0,1,6,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2473,2473.png,wsj163.png,data/news/wsj163.png,exact,N,46.7,10,353.7888888888889,18.80927667107082,0,1,1,1,1,1,1,0,0,0,1,3,3,2,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0
2474,2474.png,v483_n7388_8_f1.png,data/science/v483_n7388_8_f1.png,exact,S,68.3,10,1037.7888888888888,32.21473092994707,0,0,0,0,1,0,1,0,0,0,1,6,1,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2475,2475.png,visMost151.png,data/vis1/visMost151.png,exact,I,57.1,10,402.9888888888889,20.07458315604309,0,0,0,1,1,1,0,0,0,0,0,5,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2476,2476.png,whoL12.png,data/government/whoL12.png,exact,G,23.5,10,370.72222222222223,19.25414818220277,0,0,0,1,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2477,2477.png,visMost145.png,data/vis1/visMost145.png,exact,I,70.2,10,601.7333333333333,24.530253429863567,0,1,0,1,1,1,0,0,0,0,0,1,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
2478,2478.png,whoL06.png,data/government/whoL06.png,exact,G,22.4,10,515.3777777777777,22.701933348897352,0,1,1,1,0,1,1,0,0,0,0,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2479,2479.png,wsj177.png,data/news/wsj177.png,exact,N,23.9,10,128.76666666666665,11.347540115226147,0,0,0,1,1,1,0,0,0,0,1,6,3,5,5,5,1,1,0,0,1,0,0,0,1,1,1,0,0
2480,2480.png,wsj611.png,data/news/wsj611.png,exact,N,30.4,10,780.2666666666665,27.933253778725216,0,0,1,1,0,1,0,0,0,0,1,5,3,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0
2481,2481.png,v483_n7389_8_f1.png,data/science/v483_n7389_8_f1.png,exact,S,84.3,10,138.45555555555555,11.766713880925105,0,1,1,0,1,0,1,0,0,0,0,5,6,2,4,5,1,0,0,0,1,0,1,1,0,1,1,0,0
2482,2482.png,vis776.png,data/vis3/vis776.png,exact,I,37.1,10,442.1,21.0261741645978,0,0,0,1,1,1,0,0,0,0,1,5,4,10,9,3,1,1,0,1,0,0,0,0,0,0,1,0,0
2483,2483.png,visMost623.png,data/vis1/visMost623.png,exact,I,31.9,10,300.5444444444444,17.336217708728867,0,0,0,1,1,1,0,0,0,0,1,20,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2484,2484.png,visMost76.png,data/vis1/visMost76.png,exact,I,51.2,10,618.6222222222223,24.872117365078154,0,0,0,1,1,1,1,0,0,0,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2485,2485.png,vis986.png,data/vis3/vis986.png,exact,I,51.6,10,542.7111111111111,23.29616086635545,0,0,1,1,1,1,0,0,0,0,1,20,2,8,6,4,1,0,1,0,1,0,0,0,0,0,1,1,0
2486,2486.png,v488_n7413_7_f4.png,data/science/v488_n7413_7_f4.png,exact,S,55.4,10,615.6,24.8112877537624,0,1,1,1,1,0,0,0,0,1,0,0,8,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2487,2487.png,visMost179.png,data/vis1/visMost179.png,exact,I,61.1,10,720.9888888888889,26.851236263697224,0,0,0,1,1,1,1,0,0,0,0,3,3,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0
2488,2488.png,visMost62.png,data/vis1/visMost62.png,exact,I,62.1,10,246.76666666666665,15.708808569292156,0,0,1,0,1,0,0,0,0,0,1,8,6,20,8,6,1,1,1,1,0,0,0,1,0,1,1,0,0
2489,2489.png,v487_n7407_22_f3.png,data/science/v487_n7407_22_f3.png,exact,S,87.3,10,202.45555555555555,14.22868776646517,0,0,0,1,1,0,0,0,0,0,0,6,1,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2490,2490.png,vis992.png,data/vis3/vis992.png,exact,I,38.8,10,468.4,21.642550681470055,0,0,0,1,1,1,0,0,0,0,1,2,11,9,1,4,1,1,0,1,0,0,0,0,1,0,1,0,0
2491,2491.png,v488_n7412_7_f4.png,data/science/v488_n7412_7_f4.png,exact,S,64.7,10,226.23333333333335,15.041054927541929,0,1,1,0,0,0,1,0,0,0,0,3,3,0,3,3,1,0,0,0,0,1,0,1,0,1,0,0,0
2492,2492.png,v489_n7414_18_f1.png,data/science/v489_n7414_18_f1.png,exact,S,56.2,10,659.2888888888889,25.676621446149976,0,1,1,0,1,0,1,0,0,0,0,3,5,1,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0
2493,2493.png,whoC02_1.png,data/government/whoC02_1.png,exact,G,30.5,10,891.3888888888889,29.8561365365462,0,1,1,1,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2494,2494.png,visMost390.png,data/vis1/visMost390.png,exact,I,56.9,10,412.76666666666665,20.316659830460978,0,0,0,1,1,1,0,0,0,0,1,2,9,11,3,3,0,0,0,0,0,0,0,0,1,1,1,0,0
2495,2495.png,vis12.png,data/vis2/vis12.png,exact,I,39.2,10,519.7333333333333,22.797660698706203,0,0,0,1,1,0,0,0,0,0,0,4,6,5,3,3,1,0,0,0,0,0,0,0,0,1,1,1,0
2496,2496.png,whoQ10_3.png,data/government/whoQ10_3.png,exact,G,35.4,10,572.0444444444445,23.917450625943488,0,1,1,1,0,1,1,0,0,0,1,3,2,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0
2497,2497.png,whoK04_1.png,data/government/whoK04_1.png,exact,G,31.6,10,504.7111111111111,22.465776441314265,0,0,0,1,1,1,1,1,0,0,0,12,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2498,2498.png,economist_daily_chart_234.png,data/news/economist_daily_chart_234.png,exact,N,50.4,10,463.3777777777778,21.526211412549532,0,0,1,1,1,1,1,0,0,0,0,4,4,4,2,3,1,0,0,0,1,0,0,0,0,1,1,0,0
2499,2499.png,economist_daily_chart_220.png,data/news/economist_daily_chart_220.png,exact,N,25.2,10,486.6222222222222,22.059515457557588,0,0,1,1,0,1,0,0,0,0,1,3,1,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0
2500,2500.png,v484_n7394_16_f4.png,data/science/v484_n7394_16_f4.png,exact,S,79.7,10,423.56666666666666,20.58073532861901,0,0,1,0,1,0,1,0,0,0,0,7,6,6,9,3,1,0,1,0,1,0,0,1,0,0,0,0,0
2501,2501.png,visMost384.png,data/vis1/visMost384.png,exact,I,53.5,10,342.94444444444446,18.518759257694466,0,1,1,1,0,1,1,1,0,0,1,4,5,2,6,4,1,0,1,1,1,0,0,0,0,1,0,0,0
2502,2502.png,v487_n7408_23_f3.png,data/science/v487_n7408_23_f3.png,exact,S,76.2,10,276.40000000000003,16.625281952496326,0,0,0,0,1,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2503,2503.png,treasuryG03_2.png,data/government/treasuryG03_2.png,exact,G,59.6,10,504.4888888888889,22.46083010240024,0,1,1,1,1,1,1,0,0,0,0,6,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2504,2504.png,v490_n7419_18_f3.png,data/science/v490_n7419_18_f3.png,exact,S,70.1,10,174.98888888888888,13.228336588131135,0,1,1,1,1,0,0,0,0,0,0,5,20,4,10,4,1,0,1,0,1,0,0,1,0,1,0,0,0
2505,2505.png,v487_n7407_14_f2.png,data/science/v487_n7407_14_f2.png,exact,S,72.4,10,197.15555555555554,14.041209191360819,0,1,1,0,1,0,0,0,0,0,0,7,2,2,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
2506,2506.png,v484_n7394_18_f1.png,data/science/v484_n7394_18_f1.png,exact,S,85.1,10,154.1,12.413702106946179,0,1,1,0,1,0,1,0,0,0,1,6,6,3,12,3,1,0,0,0,1,0,1,0,0,1,0,0,0
2507,2507.png,economist_daily_chart_208.png,data/news/economist_daily_chart_208.png,exact,N,59.7,10,298.23333333333335,17.269433497753578,0,1,1,1,1,1,1,0,0,0,0,7,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2508,2508.png,whoN10.png,data/government/whoN10.png,exact,G,29.6,10,603.6,24.5682722225231,0,1,1,1,0,1,0,0,0,0,1,3,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2509,2509.png,vis206.png,data/vis2/vis206.png,exact,I,46.0,10,618.6666666666666,24.873010808236838,0,1,1,1,1,1,1,0,0,0,1,5,3,3,14,4,1,0,1,0,1,0,0,0,1,0,1,0,0
